smiles,homo,lumo,gap
C1C2OC3OCC2C13,-0.243,0.0934,0.3364
C1CC2CC3OC2C13,-0.2356,0.0863,0.3219
C1OC2C3CC1C2O3,-0.2461,0.0795,0.3256
C1OC2CC3OC2C13,-0.2328,0.086,0.3188
C1=CC2C3C=CC2C13,-0.2187,-0.0206,0.1981
C1CC2C3C=CC2C13,-0.2142,0.0179,0.2321
C1OC2C3C=CC2C13,-0.2222,0.0111,0.2334
C1CC2C3CCC2C13,-0.2725,0.094,0.3664
C1CC2C3COC2C13,-0.2281,0.0922,0.3203
C1OC2C3COC2C13,-0.2204,0.0872,0.3076
O=C1C2C3CC1CC23,-0.2312,-0.0046,0.2266
O=C1C2C3CC1CN23,-0.24,-0.0214,0.2187
O=C1C2C3CC1OC23,-0.2268,-0.0193,0.2074
O=C1C2C3OC1OC23,-0.2346,-0.0328,0.2018
CC1C2C3CC1CC23,-0.2583,0.0925,0.3508
CC1C2C3CC1CN23,-0.2328,0.0883,0.3211
CC1C2C3CC1OC23,-0.2275,0.093,0.3205
CC1C2C3OC1OC23,-0.2388,0.0909,0.3297
CC1C2CC3C(C2)N13,-0.2339,0.0918,0.3257
OC1C2C3CC1CC23,-0.2494,0.0784,0.3277
OC1C2C3CC1CN23,-0.2353,0.0674,0.3027
OC1C2C3CC1OC23,-0.2286,0.0685,0.2971
OC1C2C3OC1OC23,-0.2393,0.0832,0.3225
C1C2C3CC1C=CC23,-0.22,0.0274,0.2475
C1C2C3OC1C=CC23,-0.2248,0.0152,0.24
O1C2C3OC1C=CC23,-0.2333,0.0046,0.238
C1C2C3CC1CCC23,-0.2536,0.0804,0.334
C1C2C3CC1COC23,-0.2176,0.0811,0.2986
C1C2C3CC1OCC23,-0.2291,0.0838,0.313
C1C2C3CCC1OC23,-0.22,0.0824,0.3024
C1C2C3COC1CN23,-0.2219,0.0865,0.3084
C1C2C3COC1OC23,-0.2325,0.0838,0.3163
C1C2C3OC1COC23,-0.2199,0.0795,0.2994
C1CC2OC3C1C3O2,-0.2238,0.0846,0.3084
C1NC2C3OC1OC23,-0.2029,0.0717,0.2746
C1OC2C3OC1OC23,-0.229,0.0662,0.2952
N=C1C2OC2C2CN12,-0.249,-0.0159,0.2331
O=C1C2CC2C2CC12,-0.2326,-0.0184,0.2142
O=C1C2CC2C2CN12,-0.2484,-0.0133,0.2351
O=C1C2CC2C2NC12,-0.2276,-0.0245,0.2031
O=C1C2CC2C2OC12,-0.2417,-0.0379,0.2039
O=C1C2CC2N2CC12,-0.2423,-0.0314,0.2109
O=C1C2NC2C2CN12,-0.2401,-0.0191,0.2209
O=C1C2NC2C2NC12,-0.2221,-0.0334,0.1887
O=C1C2NC2C2OC12,-0.2371,-0.0462,0.1909
O=C1C2OC2C2CN12,-0.2512,-0.0331,0.2181
O=C1C2OC2C2OC12,-0.2504,-0.0595,0.1909
O=C1N2CC2C2CN12,-0.2479,-0.0087,0.2392
CC1C2CC2C2CC12,-0.2404,0.0792,0.3196
CC1C2CC2C2OC12,-0.2537,0.0803,0.334
CC1C2NC2C2CN12,-0.2189,0.0718,0.2907
CC1C2NC2C2NC12,-0.2213,0.0664,0.2878
CC1C2NC2C2OC12,-0.2384,0.0692,0.3076
CC1C2OC2C2CN12,-0.224,0.0704,0.2944
CC1C2OC2C2OC12,-0.2599,0.057,0.3168
OC1C2CC2C2CC12,-0.2429,0.0683,0.3111
OC1C2CC2C2NC12,-0.2336,0.0644,0.2981
OC1C2CC2C2OC12,-0.2516,0.065,0.3166
OC1C2CC2N2CC12,-0.2262,0.058,0.2843
OC1C2NC2C2NC12,-0.2238,0.0592,0.283
OC1C2NC2C2OC12,-0.2402,0.0589,0.2991
OC1C2OC2C2OC12,-0.2545,0.0423,0.2968
N=C1OC2C3CC3C12,-0.2586,0.0222,0.2808
N=C1OC2C3CN3C12,-0.2504,0.0014,0.2518
N=C1OC2C3NC3C12,-0.2427,0.0264,0.2691
N=C1OC2C3OC3C12,-0.2645,0.0168,0.2813
O=C1CC2C1C1CN21,-0.2339,-0.0325,0.2014
O=C1CC2C3CC3C12,-0.2294,-0.0223,0.2071
O=C1CC2C3CC3N12,-0.2399,-0.0067,0.2332
O=C1CC2C3CN3C12,-0.2357,-0.039,0.1967
O=C1CC2C3NC3C12,-0.222,-0.0148,0.2071
O=C1CC2C3OC3C12,-0.2375,-0.0237,0.2138
O=C1CN2C3CC3C12,-0.2373,-0.0328,0.2045
O=C1NC2C3CC3C12,-0.2359,0.0257,0.2616
O=C1NC2C3CN3C12,-0.2444,0.0061,0.2505
O=C1NC2C3NC3C12,-0.2299,0.0264,0.2564
O=C1NC2C3OC3C12,-0.2464,0.0174,0.2638
O=C1OC2C3CC3C12,-0.2584,0.0041,0.2625
O=C1OC2C3CN3C12,-0.261,-0.0167,0.2443
O=C1OC2C3NC3C12,-0.2474,0.0094,0.2568
O=C1OC2C3OC3C12,-0.2713,-0.001,0.2703
CC1CC2C3CC3C12,-0.23,0.0804,0.3105
CC1CC2C3OC3C12,-0.2497,0.0716,0.3213
CC1OC2C3CC3C12,-0.2416,0.0726,0.3142
CC1OC2C3CN3C12,-0.2288,0.0563,0.2851
CC1OC2C3NC3C12,-0.2282,0.0676,0.2958
CC1OC2C3OC3C12,-0.2458,0.0543,0.3
OC1CC2C1C1CN21,-0.2241,0.065,0.2891
OC1CC2C3CC3C12,-0.2299,0.0674,0.2973
OC1CC2C3CN3C12,-0.219,0.0547,0.2736
OC1CC2C3NC3C12,-0.2275,0.0643,0.2918
OC1CC2C3OC3C12,-0.2461,0.0632,0.3093
OC1CN2C3CC3C12,-0.2146,0.0562,0.2707
C1C2C=CC3CC3C12,-0.2213,0.0253,0.2465
C1C2C=CC3NC3C12,-0.2262,0.017,0.2432
C1C2C=CC3OC3C12,-0.238,0.0019,0.2399
N1C2C=CC3NC3C12,-0.2268,0.0012,0.2281
N1C2C=CC3OC3C12,-0.2396,-0.0144,0.2252
O1C2C=CC3OC3C12,-0.2598,-0.0206,0.2392
C1C2C3NC3CCN12,-0.219,0.067,0.286
C1C2C3OC3CCN12,-0.2286,0.0667,0.2953
C1C2CCC3CC3C12,-0.2377,0.0792,0.3168
C1C2CCC3OC3C12,-0.2532,0.0839,0.3371
C1C2COC3CC3C12,-0.2365,0.0824,0.3189
C1C2OCC3CN3C12,-0.2184,0.0828,0.3012
C1C2OCC3NC3C12,-0.2337,0.07,0.3037
C1C2OCC3OC3C12,-0.2523,0.0826,0.3349
C1CC2NC2C2NC12,-0.2261,0.0664,0.2925
C1CC2OC2C2NC12,-0.2402,0.0679,0.3081
C1CC2OC2C2OC12,-0.2652,0.0632,0.3284
C1C2C1C1=CCCC21,-0.2198,0.0211,0.2409
C1C2C1C1=CCOC21,-0.2278,0.0041,0.2319
C1C2C3CCN=C3N12,-0.2357,-0.0006,0.2351
C1CC2C3NC3C2=C1,-0.2231,0.0136,0.2366
C1CC2C3OC3C2=C1,-0.2361,0.0034,0.2395
C1OC2C3NC3C2=C1,-0.2272,-0.0025,0.2247
C1OC2C3OC3C2=C1,-0.2394,-0.0123,0.2271
C1C2C1C1C=CCC21,-0.2354,0.0278,0.2632
C1C2C1C1N=COC21,-0.2469,0.0198,0.2667
C1C=CC2C3OC3C12,-0.2372,0.0265,0.2637
N1C2C1C1N=COC21,-0.2384,0.0262,0.2647
O1C2C1C1N=COC21,-0.2536,0.0168,0.2704
C1C2C1C1CCCC21,-0.2397,0.0818,0.3215
C1C2C1C1COCC21,-0.23,0.0858,0.3158
C1C2C1C1OCCC21,-0.2357,0.0811,0.3168
C1C2C1C1OCOC21,-0.2551,0.0815,0.3366
C1C2C3COCC3N12,-0.2322,0.0797,0.3119
C1C2C3OCCC3N12,-0.2356,0.0715,0.3071
C1CC2C3NC3C2O1,-0.2197,0.0742,0.2939
C1CC2C3OC3C2C1,-0.249,0.0855,0.3345
C1CC2C3OC3C2O1,-0.2333,0.0751,0.3084
C1OC2C3NC3C2O1,-0.2247,0.0695,0.2942
C1OC2C3OC3C2O1,-0.2377,0.0616,0.2993
C1OCC2C3NC3C12,-0.2212,0.073,0.2942
C1OCC2C3OC3C12,-0.2401,0.0723,0.3124
CC1C2C3NC3CN12,-0.2112,0.0699,0.2812
CC1C2C3OC3CN12,-0.2187,0.0649,0.2836
CC1C2CC3CC3C12,-0.2353,0.0764,0.3117
CC1C2CC3OC3C12,-0.2511,0.0791,0.3302
CC1C2OC3CC3C12,-0.2326,0.0813,0.3139
CN1C2CC3NC3C12,-0.2018,0.0703,0.2722
CN1C2CC3OC3C12,-0.2151,0.0652,0.2803
OC1C2CC3CC3C12,-0.2336,0.0708,0.3044
OC1C2CC3CN3C12,-0.221,0.0639,0.2849
OC1C2CC3NC3C12,-0.2193,0.0608,0.2801
OC1C2CC3OC3C12,-0.2333,0.0692,0.3025
OC1C2CN3CC3C12,-0.2144,0.0646,0.2789
OC1C2OC3CC3C12,-0.2347,0.0768,0.3115
C#CC1C2C3CC3C12,-0.2137,0.0418,0.2554
C#CC1C2C3CC3N12,-0.2213,0.0228,0.2441
C#CC1C2C3CN3C12,-0.2274,0.0319,0.2594
C#CC1C2C3NC3C12,-0.2049,0.0458,0.2507
C#CC1C2C3OC3C12,-0.2286,0.0345,0.2631
N#CC1C2C3CC3C12,-0.2344,0.0213,0.2557
N#CC1C2C3CC3N12,-0.245,0.0005,0.2456
N#CC1C2C3CN3C12,-0.2475,0.0109,0.2584
N#CC1C2C3NC3C12,-0.2284,0.0269,0.2553
N#CC1C2C3OC3C12,-0.2584,0.0146,0.2731
O=CC1C2C3CC3C12,-0.2203,-0.0248,0.1954
O=CC1C2C3CC3N12,-0.2319,-0.0328,0.1991
O=CC1C2C3CN3C12,-0.23,-0.0328,0.1972
O=CC1C2C3NC3C12,-0.2186,0.0103,0.2289
O=CC1C2C3OC3C12,-0.2324,-0.0038,0.2286
O=CN1C2C3CC3C12,-0.2309,0.004,0.2349
O=CN1C2C3NC3C12,-0.2346,0.0288,0.2635
O=CN1C2C3OC3C12,-0.2452,0.0027,0.2478
CCC1C2C3CC3C12,-0.2032,0.0799,0.2831
CCC1C2C3CC3N12,-0.2132,0.0651,0.2783
CCC1C2C3CN3C12,-0.2176,0.0666,0.2842
CCC1C2C3NC3C12,-0.2037,0.0729,0.2766
CCC1C2C3OC3C12,-0.228,0.0572,0.2852
CCN1C2C3CC3C12,-0.2089,0.0689,0.2778
CCN1C2C3NC3C12,-0.2011,0.0626,0.2637
CCN1C2C3OC3C12,-0.2165,0.0467,0.2632
COC1C2C3CC3C12,-0.2048,0.0755,0.2803
COC1C2C3CN3C12,-0.2226,0.0605,0.2831
COC1C2C3NC3C12,-0.1989,0.0665,0.2654
COC1C2C3OC3C12,-0.221,0.0528,0.2738
OCC1C2C3CC3C12,-0.2076,0.0765,0.2841
OCC1C2C3CC3N12,-0.2203,0.0598,0.2801
OCC1C2C3CN3C12,-0.2209,0.0633,0.2842
OCC1C2C3NC3C12,-0.2107,0.0683,0.279
OCC1C2C3OC3C12,-0.2316,0.0521,0.2837
C1C2C=C3CCC3C12,-0.2169,0.02,0.2369
C1C2C=C3COC3C12,-0.2316,0,0.2316
C1C2N=C3OCC3C12,-0.2378,0.0083,0.2462
C1CC2=CC3NC3C12,-0.2235,0.0138,0.2373
C1CC2=CC3OC3C12,-0.2361,0.0003,0.2364
C1OC2C3NC3C=C12,-0.2358,-0.0054,0.2304
C1OC2C3OC3C=C12,-0.2504,-0.0193,0.231
C1C2C3COC3CN12,-0.2279,0.0766,0.3044
C1C2C3OCC3CN12,-0.2301,0.0609,0.291
C1C2CC3CCC3C12,-0.2568,0.0774,0.3342
C1C2CC3COC3C12,-0.2426,0.0723,0.3149
C1C2CC3OCC3C12,-0.2438,0.0787,0.3225
C1C2CC3OCC3N12,-0.2293,0.0814,0.3106
C1C2OC3CCC3C12,-0.2278,0.0754,0.3032
C1C2OC3COC3C12,-0.2399,0.0651,0.305
C1CC2C3OC3CC12,-0.2534,0.0848,0.3382
C1CN2CC3OC3C12,-0.2092,0.0882,0.2974
C1OC2C3NC3CC12,-0.229,0.0678,0.2967
C1OC2C3OC3CC12,-0.2402,0.0635,0.3036
C1OC2CC3NC3C12,-0.2338,0.0678,0.3016
C1OC2CC3OC3C12,-0.2413,0.081,0.3222
N=C1OCC1C1CC1,-0.2604,0.0275,0.2878
N=C1OCC1C1CN1,-0.2427,0.0155,0.2582
N=C1OCC1C1CO1,-0.269,0.0179,0.2869
N=C1OCC1N1CC1,-0.238,0.0165,0.2545
O=C1CCC1C1CC1,-0.2332,-0.0164,0.2168
O=C1CCC1C1CN1,-0.2364,-0.0252,0.2112
O=C1CCC1C1CO1,-0.245,-0.0268,0.2182
O=C1CCC1N1CC1,-0.2161,-0.0255,0.1906
C1CC1N2CCC2=O,-0.2372,0.0356,0.2728
O=C1CNC1C1CC1,-0.2407,-0.0234,0.2173
O=C1CNC1C1CN1,-0.2416,-0.032,0.2096
O=C1CNC1C1CO1,-0.2486,-0.0278,0.2208
O=C1COC1C1CC1,-0.2519,-0.0314,0.2206
O=C1COC1C1CN1,-0.2487,-0.0393,0.2094
O=C1COC1C1CO1,-0.26,-0.0348,0.2252
O=C1NCC1C1CC1,-0.2399,0.0371,0.277
O=C1NCC1C1CN1,-0.241,0.0282,0.2692
O=C1NCC1C1CO1,-0.2525,0.0268,0.2793
O=C1NCC1N1CC1,-0.2216,0.0259,0.2475
O=C1OCC1C1CC1,-0.2652,0.01,0.2752
O=C1OCC1C1CN1,-0.2576,0.0008,0.2584
O=C1OCC1C1CO1,-0.2763,-0.0008,0.2756
O=C1OCC1N1CC1,-0.2406,-0.0012,0.2394
CC1CCC1C1CC1,-0.2601,0.0847,0.3447
CC1CCC1C1CO1,-0.263,0.0828,0.3458
CC1CCC1N1CC1,-0.229,0.0796,0.3086
CC1COC1C1CC1,-0.2389,0.0838,0.3227
CC1COC1C1CN1,-0.2407,0.0733,0.314
CC1COC1C1CO1,-0.2455,0.0732,0.3187
CC1OCC1C1CC1,-0.2394,0.0876,0.327
CC1OCC1C1CO1,-0.2429,0.0804,0.3233
CC1OCC1N1CC1,-0.239,0.0793,0.3183
OC1CCC1C1CC1,-0.2504,0.0745,0.3249
OC1CCC1C1CO1,-0.2529,0.0773,0.3303
OC1CCC1N1CC1,-0.236,0.0791,0.3151
OC1COC1C1CC1,-0.2438,0.0627,0.3065
OC1COC1C1CN1,-0.2528,0.0645,0.3173
OC1COC1C1CO1,-0.2559,0.0625,0.3184
C#CC1CC1C1CC1,-0.2373,0.0506,0.2879
C#CC1CC1C1CO1,-0.2404,0.0504,0.2908
C#CC1CC1N1CC1,-0.2133,0.0424,0.2557
C#CC1CN1C1CC1,-0.2309,0.0344,0.2653
C#CC1NC1C1CC1,-0.2412,0.0377,0.279
C#CC1NC1C1CN1,-0.2334,0.0299,0.2632
C#CC1NC1C1CO1,-0.2493,0.029,0.2783
C#CC1OC1C1CC1,-0.2545,0.0214,0.2759
C#CC1OC1C1CN1,-0.2436,0.0123,0.2559
C#CC1OC1C1CO1,-0.2653,0.0118,0.2772
N#CC1CC1C1CC1,-0.2698,0.0315,0.3013
N#CC1CC1C1CN1,-0.25,0.0247,0.2747
N#CC1CC1C1CO1,-0.2823,0.0305,0.3128
N#CC1CC1N1CC1,-0.2522,0.0351,0.2873
N#CC1CN1C1CC1,-0.2579,0.0129,0.2708
N#CC1NC1C1CC1,-0.2697,0.0167,0.2864
N#CC1NC1C1CN1,-0.2482,0.0079,0.2562
N#CC1NC1C1CO1,-0.2744,0.0069,0.2813
N#CC1OC1C1CC1,-0.2855,-0.0019,0.2836
N#CC1OC1C1CN1,-0.2585,-0.0118,0.2467
N#CC1OC1C1CO1,-0.2869,-0.0063,0.2805
O=CC1CC1C1CC1,-0.2423,-0.0144,0.2279
O=CC1CC1C1CO1,-0.2418,-0.0152,0.2267
O=CC1CC1N1CC1,-0.2363,-0.0115,0.2248
O=CC1CN1C1CC1,-0.2399,-0.0286,0.2112
O=CC1NC1C1CC1,-0.2456,-0.0245,0.2211
O=CC1NC1C1CN1,-0.246,-0.0305,0.2155
O=CC1NC1C1CO1,-0.2434,-0.0234,0.2201
O=CC1OC1C1CC1,-0.2584,-0.042,0.2164
O=CC1OC1C1CN1,-0.2585,-0.0456,0.2129
O=CC1OC1C1CO1,-0.2547,-0.0375,0.2171
O=CN1CC1C1CC1,-0.2489,0.0053,0.2542
O=CN1CC1C1CN1,-0.2515,-0.0011,0.2505
O=CN1CC1C1CO1,-0.2589,-0.0037,0.2552
CCC1CC1C1CC1,-0.2431,0.0894,0.3325
CCC1CC1C1CO1,-0.2614,0.0878,0.3491
CCC1CC1N1CC1,-0.2311,0.0882,0.3193
CCC1CN1C1CC1,-0.2085,0.0912,0.2997
CCC1NC1C1CN1,-0.2324,0.0692,0.3016
CCC1NC1C1CO1,-0.2465,0.0727,0.3192
CCC1OC1C1CC1,-0.2526,0.0889,0.3415
CCC1OC1C1CN1,-0.2441,0.0864,0.3305
CCC1OC1C1CO1,-0.2628,0.0762,0.339
CCN1CC1C1CC1,-0.2177,0.0879,0.3057
CCN1CC1C1CN1,-0.2214,0.0772,0.2986
CCN1CC1C1CO1,-0.2246,0.0887,0.3134
COC1CC1C1CC1,-0.2297,0.0854,0.3151
COC1CC1C1CO1,-0.252,0.0837,0.3357
COC1CC1N1CC1,-0.2121,0.0807,0.2928
OCC1CC1C1CC1,-0.2483,0.0787,0.3271
OCC1CC1C1CO1,-0.2542,0.0841,0.3382
OCC1CC1N1CC1,-0.2323,0.0825,0.3148
OCC1CN1C1CC1,-0.22,0.0656,0.2856
OCC1NC1C1CC1,-0.2434,0.0699,0.3133
OCC1NC1C1CN1,-0.2388,0.0615,0.3003
OCC1NC1C1CO1,-0.2476,0.066,0.3136
OCC1OC1C1CC1,-0.261,0.0789,0.3399
OCC1OC1C1CN1,-0.2504,0.0637,0.3141
OCC1OC1C1CO1,-0.2627,0.0671,0.3298
C1CC=C(C1)C2CC2,-0.2128,0.0343,0.2471
C1CC1C2=CCOC2,-0.2188,0.0233,0.2421
C1CC1C2=NCCO2,-0.2324,0.0275,0.2599
C1COC(=N1)N2CC2,-0.2281,0.0415,0.2696
C1NC1C1=CCCC1,-0.2178,0.0272,0.2451
C1NC1C1=CCOC1,-0.2204,0.0165,0.2369
C1NC1C1=NCCO1,-0.2394,0.0166,0.256
C1OC1C1=CCCC1,-0.2313,0.0136,0.2448
C1OC1C1=CCOC1,-0.2315,0.0025,0.234
C1OC1C1=NCCN1,-0.2128,0.0195,0.2323
C1OC1C1=NCCO1,-0.2452,0.0013,0.2465
C1CC1C1CC=CC1,-0.2338,0.0322,0.2661
C1CC1C1CN=CO1,-0.2445,0.0268,0.2714
C1CN1C1CC=CC1,-0.231,0.0296,0.2606
C1NC1C1CN=CO1,-0.2457,0.0258,0.2715
C1OC1C1CC=CC1,-0.2396,0.0255,0.2651
C1OC1C1CN=CO1,-0.2509,0.0216,0.2724
C1CC1C1CCC=C1,-0.2343,0.0294,0.2636
C1CC1C1COC=N1,-0.2466,0.0236,0.2702
C1CC1C1OCC=C1,-0.2331,0.0185,0.2517
C1CN1C1CCC=C1,-0.228,0.0259,0.254
C1NC1C1COC=N1,-0.2462,0.0232,0.2694
C1NC1C1OCC=C1,-0.2311,0.0169,0.248
C1OC1C1CCC=C1,-0.2399,0.0243,0.2642
C1OC1C1COC=N1,-0.2515,0.0171,0.2686
C1OC1C1OCC=C1,-0.2379,0.0103,0.2482
C1CCC(C1)C2CC2,-0.2649,0.0852,0.3501
C1CC1C1CCCO1,-0.2364,0.0894,0.3257
C1CC1C1CCOC1,-0.2378,0.0861,0.3239
C1CC1C1COCO1,-0.2492,0.0902,0.3394
C1CC1C2OCCO2,-0.2493,0.0895,0.3388
C1CCC(C1)N2CC2,-0.2298,0.0804,0.3102
C1CN1C1CCOC1,-0.2378,0.0825,0.3203
C1NC1C1CCCO1,-0.2365,0.0764,0.3129
C1NC1C1COCO1,-0.2458,0.0709,0.3167
C1NC1C1OCCO1,-0.2488,0.0803,0.3291
C1OC1C1CCCC1,-0.2607,0.0825,0.3432
C1OC1C1CCCO1,-0.2429,0.0858,0.3288
C1OC1C1CCOC1,-0.2472,0.083,0.3303
C1OC1C1COCO1,-0.2559,0.0843,0.3402
C1OC1C1OCCO1,-0.2505,0.0881,0.3387
CC1C(C)C1C1CC1,-0.2387,0.0858,0.3244
CC1C(C)C1C1CO1,-0.2525,0.0807,0.3332
CC1C(C)C1N1CC1,-0.2292,0.0849,0.3141
CC1C(C)N1C1CC1,-0.2145,0.0829,0.2974
CC1C(C2CC2)N1C,-0.2087,0.0813,0.29
CC1C(C2CN2)N1C,-0.2139,0.0789,0.2927
CC1C(C2CO2)N1C,-0.2193,0.0774,0.2966
CC1C(O)C1C1CC1,-0.2372,0.0728,0.31
CC1C(O)C1C1CO1,-0.2306,0.0751,0.3057
CC1C(O)C1N1CC1,-0.2258,0.0785,0.3042
OC1C(O)C1C1CC1,-0.2269,0.0536,0.2805
OC1C(O)C1C1CN1,-0.2308,0.0484,0.2792
OC1C(O)C1C1CO1,-0.2383,0.0456,0.2839
OC1C(O)C1N1CC1,-0.2324,0.0703,0.3027
C1CC1C12CC1CC2,-0.2292,0.0909,0.3202
C1CC1C12CC1CO2,-0.2239,0.0785,0.3024
C1CC1C12CC1OC2,-0.2265,0.0748,0.3014
C1CC1C12CCC1O2,-0.2392,0.0873,0.3265
C1CN1C12CC1CC2,-0.2107,0.09,0.3006
C1CN1C12CC1OC2,-0.213,0.0789,0.2919
C1NC1C12CC1CO2,-0.2275,0.0729,0.3003
C1NC1C12CCC1N2,-0.2368,0.078,0.3148
C1NC1C12CCC1O2,-0.2397,0.0715,0.3112
C1NC1C12CN1CC2,-0.2292,0.0735,0.3027
C1OC1C12CC1CC2,-0.2449,0.0829,0.3278
C1OC1C12CC1CO2,-0.236,0.0593,0.2953
C1OC1C12CC1OC2,-0.2356,0.0665,0.3021
C1OC1C12CCC1N2,-0.2535,0.0765,0.33
C1OC1C12CCC1O2,-0.2511,0.0676,0.3188
C1OC1C12CN1CC2,-0.2371,0.0787,0.3158
C1CC1C(=O)C2CC2,-0.242,-0.0127,0.2294
O=C(C1CC1)C1CN1,-0.2542,-0.0257,0.2284
O=C(C1CC1)C1CO1,-0.2493,-0.028,0.2213
C1CC1C(=O)N2CC2,-0.2454,0.0057,0.2511
O=C(C1CN1)C1CN1,-0.2612,-0.0385,0.2227
O=C(C1CN1)C1CO1,-0.2587,-0.0423,0.2165
O=C(C1CN1)N1CC1,-0.2539,-0.0085,0.2454
O=C(C1CO1)C1CO1,-0.2575,-0.0522,0.2053
O=C(C1CO1)N1CC1,-0.254,-0.0152,0.2389
C1CN1C(=O)N2CC2,-0.2473,0.0217,0.2691
CC(C1CC1)C2CC2,-0.2655,0.0868,0.3523
CC(C1CC1)C1CO1,-0.2581,0.0912,0.3493
CC(C1CC1)N1CC1,-0.2296,0.0851,0.3146
CC(C1CO1)C1CO1,-0.2651,0.0858,0.3509
CC(N1CC1)C1OC1,-0.2392,0.0814,0.3206
C1CC1C(C2CC2)O,-0.2634,0.073,0.3364
OC(C1CC1)C1CN1,-0.2371,0.063,0.3001
OC(C1CC1)C1CO1,-0.2553,0.0668,0.3221
OC(C1CN1)C1CN1,-0.2404,0.059,0.2994
OC(C1CN1)C1CO1,-0.2501,0.0599,0.31
OC(C1CO1)C1CO1,-0.2627,0.0739,0.3366
C1CC1C1CC2CC12,-0.2494,0.0901,0.3394
C1CC1C1CC2OC12,-0.247,0.0892,0.3362
C1CC1C1OC2CC12,-0.2326,0.0827,0.3154
C1C2CC(C12)N1CC1,-0.2299,0.0911,0.321
C1CN1C1CC2NC12,-0.213,0.0781,0.2911
C1CN1C1CC2OC12,-0.2225,0.078,0.3005
C1NC1C1CC2CN12,-0.2273,0.0768,0.3041
C1NC1C1OC2CC12,-0.2333,0.0709,0.3043
C1OC1C1CC2CC12,-0.2501,0.0876,0.3377
C1OC1C1CC2CN12,-0.2375,0.0769,0.3144
C1OC1C1CC2NC12,-0.2306,0.0791,0.3098
C1OC1C1CC2OC12,-0.2557,0.0785,0.3342
C1OC1C1OC2CC12,-0.2415,0.0695,0.311
O=C1C2C3C2C2C3C12,-0.2208,-0.0111,0.2097
O=C1C2C3C2C2C3N12,-0.2403,-0.0161,0.2243
O=C1C2C3C2N2C3C12,-0.2388,-0.0286,0.2102
O=C1N2C3C2C2C3N12,-0.2522,-0.0218,0.2305
CC1C2C3C2C2C3C12,-0.2163,0.0909,0.3072
CC1C2C3C2C2C3N12,-0.2227,0.0754,0.2981
CC1C2C3C2N2C3C12,-0.222,0.0773,0.2993
OC1C2C3C2C2C3C12,-0.2205,0.0813,0.3018
OC1C2C3C2N2C3C12,-0.2313,0.0666,0.2979
C1C2C3C4C1CC2N34,-0.2245,0.0961,0.3206
C1C2C3C4C2CC1N34,-0.2351,0.1049,0.34
C1C2C3C4C3C1CC24,-0.2529,0.1001,0.3529
C1C2C3C4C3C1OC24,-0.2467,0.0941,0.3408
C1C2C3OC1C1C3N21,-0.2386,0.0852,0.3238
O1C2C3C4C3C1OC24,-0.2651,0.0856,0.3507
C1C2CC3=CCC1C23,-0.2145,0.0035,0.218
C1C2CC=C3CN1C23,-0.2067,-0.0031,0.2037
C1C2CN=C3OC1C23,-0.2356,-0.0179,0.2177
C1C2OC3CC=C1C23,-0.222,-0.0098,0.2122
C1C2CC3C=CC1C23,-0.2267,0.0216,0.2484
C1C2CC3C=CC1N23,-0.2078,0.0124,0.2203
C1C2OC3C=CC1C23,-0.2325,0.0013,0.2338
C1C2CC3CCC1C23,-0.2633,0.0772,0.3405
C1C2CC3OCC1C23,-0.236,0.0775,0.3134
C1C2CCC3OC1C23,-0.2386,0.0753,0.3139
C1C2COC3CN1C23,-0.2152,0.0708,0.286
C1C2OC3CCN1C23,-0.2156,0.062,0.2776
C1C2OC3COC1C23,-0.2446,0.0712,0.3159
C1C2C3C=CCC1C23,-0.2217,0.0255,0.2472
C1C2C3N=COC1C23,-0.2379,0.0181,0.256
C1C=CC2C3OC1C23,-0.2178,0.0211,0.2389
C1C2C3CC=CC1C23,-0.2305,0.0261,0.2566
C1C2C3OC=NC1C23,-0.2445,0.0191,0.2636
C1C=CC2OC3C1C23,-0.2202,0.0064,0.2265
C1C2C3CCC=C1C23,-0.2208,-0.0006,0.2202
C1C2C3OCC=C1C23,-0.2278,-0.0174,0.2105
C1CC2C3OC(=N1)C23,-0.2313,-0.0277,0.2036
C1C2C3C1OCCN23,-0.2193,0.0863,0.3056
C1C2C3CCCC1C23,-0.2432,0.0863,0.3294
C1C2C3CCOC1C23,-0.2381,0.085,0.3231
C1C2C3COCC1C23,-0.2339,0.0888,0.3227
C1C2C3COCC1N23,-0.2305,0.088,0.3186
C1C2C3OCCC1C23,-0.224,0.0842,0.3083
C1C2C3OCCN1C23,-0.2032,0.0808,0.284
C1C2C3OCOC1C23,-0.2369,0.0834,0.3203
C1C2COCC3C2N13,-0.2312,0.0833,0.3145
C1C2OCCC3C2N13,-0.2353,0.0795,0.3147
C1CC2C3OC(C1)C23,-0.2241,0.0843,0.3084
C1CC2OC3C(O1)C23,-0.2161,0.07,0.2861
C1OCC2OC3C1C23,-0.2286,0.08,0.3086
C1=CC2C=CC3C1C23,-0.2192,0.0147,0.2339
C1=CC2C=CC3C1N23,-0.2082,0.0025,0.2108
C1=CC2N=CN3C1C23,-0.2411,-0.014,0.2271
C1=NC2C3N=CN1C23,-0.2334,-0.031,0.2024
C1C=C2C=CC3C1C23,-0.1902,-0.0149,0.1752
C1C=C2C=CC3C2N13,-0.2011,-0.029,0.1722
C1C=C2COC3C1C23,-0.2206,-0.0204,0.2002
